id,name,dealer_type,priority,address,city,state,country,country_code,continent,phone,email,website,latitude,longitude,linkedin_url
1883,鄂尔多斯市东胜区星胜商贸有限公司,Enterprise Dealer,medium,内蒙古自治区鄂尔多斯市东胜区通九大厦南150米志胜数码无人机店,鄂尔多斯市,内蒙古自治区,China,CN,Asia,15149668866,799653@qq.com,,39.811326,110.004443,
1884,众芯汉创（北京）科技有限公司,Enterprise Dealer,medium,北京市海淀区西北旺东路10号院东区23号楼四层426室,北京市,北京市,China,CN,Asia,17301205940,,,31.891401,118.7894,
1885,哈尔滨宇年信息科技有限公司,Enterprise Dealer,medium,哈尔滨市南岗区嵩山路22号科工贸楼7层,哈尔滨市,黑龙江省,China,CN,Asia,17745680135,,,45.744668,126.676889,
1886,湖北文祥科技有限公司,Enterprise Dealer,medium,湖北省  随州市曾都区 碧桂园云山竹语十八街27号,随州市,湖北省,China,CN,Asia,18007127282,18007127282@189.cn,,,,
1887,贵州鑫疆基业科技有限责任公司-六盘水市,Enterprise Dealer,medium,贵州省六盘水市钟山区荷泉街道LK龙城广场购物中心,六盘水市,贵州省,China,CN,Asia,18984809197,,,,,
1888,恩施州未来之行新能源科技有限公司,Enterprise Dealer,medium,湖北省恩施市金子坝街道莲湖花园三期B栋414、415、416号,恩施土家族苗族自治州,湖北省,China,CN,Asia,18671811131,304147999@qq.com,,30.305677,109.484122,
1889,江苏绿橙新能源有限公司,Enterprise Dealer,medium,江苏省南京市江宁区高新园竹山路605号02幢2层,南京市,江苏省,China,CN,Asia,025-52162170,qin.wu@mogesolar.com,,,,
1890,华盈信通技术有限公司,Enterprise Dealer,medium,北京市朝阳区光华路2号7号楼D座优客工场1、2、3、4、5层,北京市,北京市,China,CN,Asia,13910805913,changzhongye@huayingtech.cn,,40.066791,116.316685,
1891,安徽福海电子技术有限公司,Enterprise Dealer,medium,安徽省合肥市蜀山区天智路27号工大高科院内北楼大疆无人机,合肥市,安徽省,China,CN,Asia,18110916676,1070325006@qq.com,,31.83937,117.203597,
1892,济南北斗天鸿测绘科技有限公司,Enterprise Dealer,medium,山东省济南市历下区奥体西路888号尚品燕园西门8-114,济南市,山东省,China,CN,Asia,18653173790,,https://bdthsurvey.cn/,36.700588,117.104976,
1893,南通亿思特机器人科技有限公司,Enterprise Dealer,medium,江苏省南通市海安秀才港路9号万达金街S5-226-228,南通市,江苏省,China,CN,Asia,15962721388,15962721388@163.com,,32.516686,120.449306,
1894,河南艾普特电力技术有限公司,Enterprise Dealer,medium,河南省郑州市金水区杨金路街道宝瑞路115号河南省信息安全产业示范基地5号楼7层703号,郑州市,河南省,China,CN,Asia,17335579065,1323019687@qq.com,,34.845248,113.740191,
1895,杭州艾尼佳智能科技有限公司,Enterprise Dealer,medium,浙江省杭州市西湖区黄姑山路29号颐高创业大厦A座1210室,杭州市,浙江省,China,CN,Asia,13575466182,376100752@qq.com,,30.27545,120.132473,
1896,保山竞业电子技术有限公司,Enterprise Dealer,medium,隆阳区永昌街道办事处学府路世纪公馆3幢11、12号,保山市,云南省,China,CN,Asia,13908752255,,,,,
1897,陕西跃途警用装备制造有限公司,Enterprise Dealer,medium,陕西省西安市莲湖区丰禾路251号1幢13303室,西安市,陕西省,China,CN,Asia,15591866306,398749575@qq.com,,,,
1898,武汉鑫诚鼎泰科技有限公司,Enterprise Dealer,medium,武汉市洪山区熊家嘴路金地雄楚-1号,武汉市,湖北省,China,CN,Asia,18607133696,xcdt@whxcdt.com,,30.496548,114.390761,
1899,南京云瞰信息科技有限公司,Enterprise Dealer,medium,江苏省南京市栖霞区经济技术开发区兴智科技园B幢803室,南京市,江苏省,China,CN,Asia,13675115028,yunkan18994069898@163.com,,32.154605,118.89822,
1900,河南飞扬电子科技有限公司,Enterprise Dealer,medium,驻马店市驿城区驿城大道与淮河大道交叉口天中环球港南门一楼,驻马店市,河南省,China,CN,Asia,13623967966,8043740@qq.com,,33.000252,113.98949,
1901,江西国瑞信息技术有限公司,Enterprise Dealer,medium,江西省赣州市章贡区赣江源大道8号云星世纪中心2401,赣州市,江西省,China,CN,Asia,18270063309,1025728372@qq.com,,,,
1902,达州市鹏春商贸有限公司,Enterprise Dealer,medium,四川省达州市达川区汉兴大道升华广场222-7,达州市,四川省,China,CN,Asia,15882965165,84332922@qq.com,,,,
1903,江西修江水利集团有限公司,Enterprise Dealer,medium,江西省南昌市红谷滩区南昌红角洲红岭花园三期沿街村级产业48#49#50#商铺二楼,南昌市,江西省,China,CN,Asia,15870678649,781637124@qq.com,,,,
1904,海南中创华航科技有限公司,Enterprise Dealer,medium,海南省海口市秀英区丽海一路保利中央海岸7号商墅,海口市,海南省,China,CN,Asia,17803697777,hnphny@163.com,,,,
1905,山西翼锦未来科技有限责任公司,Enterprise Dealer,medium,山西省大同市新荣区花园屯乡前井村西,大同市,山西省,China,CN,Asia,18235252022,1984datongren@163.com,,40.154237,113.344785,
1906,杭州子曦科技有限公司,Enterprise Dealer,medium,浙江省杭州市余杭区文一西路998号浙江海外高层人才创新园8号楼2楼201室,杭州市,浙江省,China,CN,Asia,13818866444,,,30.282185,120.015413,
1907,广东超凡创新科技有限公司,Enterprise Dealer,medium,广州市天河区大观南路67号源新大厦五楼501房,广州市,广东省,China,CN,Asia,18688861399,,,23.172142,113.344579,
1908,湖北晓雲科技有限公司,Enterprise Dealer,medium,湖北省咸宁市咸安区同惠上和城3栋1单元17层,咸宁市,湖北省,China,CN,Asia,15997935163,569112507@qq.com,,29.843824,114.33484,
1909,秦皇岛市正蓝科技有限公司,Enterprise Dealer,medium,河北省秦皇岛市开发区黑龙江西道31号乾兴建设31号,秦皇岛市,河北省,China,CN,Asia,胡先生 16603339373,,,,,
1910,安徽云端智联信息技术有限公司,Enterprise Dealer,medium,安徽省合肥市高新区黄山路632号信息办公楼201,合肥市,安徽省,China,CN,Asia,17755158003,zhaozhong@lehand.com,,31.840666,117.198351,
1911,辽宁高比科技有限公司,Enterprise Dealer,medium,沈阳市沈河区青年大街121号（1604）,沈阳市,辽宁省,China,CN,Asia,17740051125,,,41.776317,123.436417,
1912,呼和浩特市锐创科技有限公司,Enterprise Dealer,medium,内蒙古自治区呼和浩特市赛罕区兴安南路驰誉加气站对面天硕测绘,呼和浩特市,内蒙古自治区,China,CN,Asia,13947197890,3230236166@qq.com,,40.815359,111.705991,
1913,广州市鑫广飞信息科技有限公司阳江分公司,Enterprise Dealer,medium,阳江市阳西县县城建设路四巷10号,阳江市,广东省,China,CN,Asia,18024546090,346309655@qq.com,,21.588356,111.594006,
1914,西安智子空间科技有限公司,Enterprise Dealer,medium,陕西省咸阳市秦都区钓鱼台街办沣西国际大厦2号楼1110室,咸阳市,陕西省,China,CN,Asia,18909269995,408576362@qq.com,,34.287407,108.701864,
1915,台州添翼航空科技有限公司,Enterprise Dealer,medium,浙江省台州市椒江区葭沚街道黄海公路588号,台州市,浙江省,China,CN,Asia,13376865888,1245858917@qq.com,,,,
1916,武汉海达星通测绘科技有限公司,Enterprise Dealer,medium,湖北省武汉市武昌区中南二路奥山创意街区2栋-802/803室,武汉市,湖北省,China,CN,Asia,13886176321/18108605838,7529456@qq.com,,30.540378,114.32987,
1917,甘肃启远智能科技有限责任公司,Enterprise Dealer,medium,甘肃省兰州市城关区段家滩路兰州创意文化产业园西南门A01号,兰州市,甘肃省,China,CN,Asia,17797599636,1123671976@qq.com,,36.047788,103.882383,
1918,云南泰亘信息技术有限公司-丽江市,Enterprise Dealer,medium,云南省丽江市古城区西安街道办事处鱼米河商业街BW1-6号铺面,丽江市,云南省,China,CN,Asia,13211655436,,,,,
1919,江西嗨森无人机智能科技有限公司,Enterprise Dealer,medium,江西省南昌市青山湖区紫阳大道3088号泰豪科技广场B栋611,南昌市,江西省,China,CN,Asia,13507983203,,,28.673835,115.990761,
1920,广东三度信息科技有限公司,Enterprise Dealer,medium,潮州市湘桥区广东省潮州市湘桥区城西街道绿茵路22号,潮州市,广东省,China,CN,Asia,15322708888,threedu@163.com,,,,
1921,十堰东锐贸易有限公司,Enterprise Dealer,medium,湖北省十堰市张湾区六堰金福祥一楼,十堰市,湖北省,China,CN,Asia,15807283300,410280263@qq.com,,32.655033,110.783927,
1922,海南天空领域信息科技有限公司,Enterprise Dealer,medium,海南省海口市美兰区互联网金融大厦C栋西门一楼,海口市,海南省,China,CN,Asia,13086073565,zichen.luan@skydomain.cn,,,,
1923,遂宁市众聚恒成商贸有限公司,Enterprise Dealer,medium,遂宁市船山区渠河南路23号,遂宁市,四川省,China,CN,Asia,13398222030,183213149@qq.com,,,,
1924,滇图智航（云南）科技有限公司,Enterprise Dealer,medium,临翔区忙畔街道办事处忙令社区京樾府小区3栋107商铺一楼二楼,临沧市,云南省,China,CN,Asia,15987261236,,,,,
1925,青海盛祝电子科技有限公司,Enterprise Dealer,medium,青海省西宁市城西区文逸路9号楼S2号楼9-31号,西宁市,青海省,China,CN,Asia,15597306962,,,,,
1926,四川中盾安防集团有限责任公司,Enterprise Dealer,medium,四川省凉山彝族自治州西昌市东城街道春栖路高枧家园61号楼13楼,凉山彝族自治州,四川省,China,CN,Asia,13882285288,,https://www.xcanbao.com/index,,,
1927,江西前进系统工程有限公司,Enterprise Dealer,medium,江西省九江市八里湖新区兴业大道211号徽商商务中心A座11楼,九江市,江西省,China,CN,Asia,0792-2199711，18046608201,68090413@qq.com,,,,
1928,广西大雄鹰科技有限公司,Enterprise Dealer,medium,广西南宁市良庆区五象大道691号广西新媒体中心A座807室,南宁市,广西壮族自治区,China,CN,Asia,18878880808,,,22.832177,108.359097,
1929,河南神土信息技术有限公司,Enterprise Dealer,medium,河南省新乡市红旗区新东大道166号国家863新乡科技产业园一期A-03号楼1405号,新乡市,河南省,China,CN,Asia,王经理13373750169,,,,,
1930,广西视佳信息技术有限公司,Enterprise Dealer,medium,南宁市青秀区星湖路14号广西南宁电子科技广场1号楼11层1102-2号,南宁市,广西壮族自治区,China,CN,Asia,18376882995,zhuh@seejoy.gxdj.com.cn,,22.806264,108.339496,
1931,常州市新翼空间信息科技有限公司,Enterprise Dealer,medium,常州武进国家高新技术产业开发区西湖路8号（津通国际工业园）16号B区5楼,常州市,江苏省,China,CN,Asia,18936870244,63365863@qq.com,,31.66141,119.953673,
1932,广西君人庆科技有限公司,Enterprise Dealer,medium,南宁市青秀区星湖路27号“万锦电脑城”壹楼1B19、1B26、1B30、1B31、1B35号,南宁市,广西壮族自治区,China,CN,Asia,15878800097,,,22.807509,108.340303,
1933,杭州臻行技术有限公司,Enterprise Dealer,medium,浙江省杭州市西湖区中天mcc2号楼323室,杭州市,浙江省,China,CN,Asia,13505710409,,,,,
1934,湖南博泽科技有限公司,Enterprise Dealer,medium,湖南省长沙市雨花区同升街道环保中路210号乐沃居B栋1305室,长沙市,湖南省,China,CN,Asia,18874797262,286215011@qq.com,,28.076019,113.025667,
1935,河南优美客教育科技有限公司,Enterprise Dealer,medium,河南省郑州市二七区中铁泰和里2期2089,郑州市,河南省,China,CN,Asia,13938262857,wyych115@sina.com,,34.738293,113.647254,
1936,精卓科技股份有限公司,Enterprise Dealer,medium,商丘市睢阳区归德南路国安大厦1301,商丘市,河南省,China,CN,Asia,13633867757,314402507@qq.com,,34.382434,115.661874,
1937,榆林追梦智能科技有限公司,Enterprise Dealer,medium,陕西省榆林市榆阳区沙河口大疆无人机专卖店,榆林市,陕西省,China,CN,Asia,15991927258,670084624@qq.com,,38.257891,109.745432,
1938,云南源节点信息技术有限公司,Enterprise Dealer,medium,云南省昆明市西山区西园路126号融城优郡B座写字楼14楼 15A03,昆明市,云南省,China,CN,Asia,15987193506,530750272@qq.com,,25.031019,102.683761,
1939,内蒙古晶达测设有限公司,Enterprise Dealer,medium,内蒙古乌兰察布市自然资源局大楼711室,乌兰察布市,内蒙古自治区,China,CN,Asia,13146461393,14747466633@163.com,,,,
1940,郴州市锐飞智能有限公司,Enterprise Dealer,medium,湖南省郴州市北湖区人民中路111-112号DJI大疆授权店,郴州市,湖南省,China,CN,Asia,13873566998,1349553236@qq.com,,25.795777,113.032152,
1941,红河州新诚信息技术有限公司,Enterprise Dealer,medium,凤凰路与茂源街交叉口东南侧1层1、2号商铺,红河哈尼族彝族自治州,云南省,China,CN,Asia,13887380797,,,,,
1942,海南腾源科技有限公司,Enterprise Dealer,medium,海南省海口市美兰区海秀大道DC城万国商厦C座10层10A房,海口市,海南省,China,CN,Asia,18389373881,13976645792@163.com,,,,
1943,南通大果智能科技有限公司,Enterprise Dealer,medium,南通崇川区姚港路52号复客科技园一幢一层,南通市,江苏省,China,CN,Asia,18752833618,842342496@qq.com,,31.998444,120.855407,
1944,滨州市龙拓智能工程有限公司,Enterprise Dealer,medium,滨州市市中办事处渤海七路渤海国际广场D区2层D2-A88号,滨州市,山东省,China,CN,Asia,15965268105,,,,,
1945,黑龙江省齐硕农业科技有限公司,Enterprise Dealer,medium,黑龙江省齐齐哈尔市龙沙区鹤城北侧1#系教学楼,齐齐哈尔市,黑龙江省,China,CN,Asia,15084577888,669888852@qq.com,,47.304025,123.946171,
1946,辽宁安地信测绘科技有限公司,Enterprise Dealer,medium,辽宁省鞍山市铁东区新华街23-29号,鞍山市,辽宁省,China,CN,Asia,13654124988,,,,,
1947,鹰飞航空科技（上海）有限公司,Enterprise Dealer,medium,上海市浦东新区申江南路3118号,上海市,上海市,China,CN,Asia,18621922229,1620868545@qq.com,,31.106086,121.641294,
1948,浙江久阳新能源有限公司,Enterprise Dealer,medium,浙江省金华市金东区赤松路318号,金华市,浙江省,China,CN,Asia,13216232227,152667667@qq.com,,29.126309,119.680111,
1949,山东竹蜻蜓智能科技有限公司,Enterprise Dealer,medium,山东省东营市开发区府前大街129号东营职业学院,东营市,山东省,China,CN,Asia,18653692012,hjh@zqt.ltd,,37.455209,118.554094,
1950,安徽宿联信息科技有限公司,Enterprise Dealer,medium,安徽省宿州市高新技术产业开发区呈泰双子座17-18楼,宿州市,安徽省,China,CN,Asia,18055708077,18055708077@189.cn,https://www.anhuisulian.com,,,
1951,成都准望科技有限公司,Enterprise Dealer,medium,四川省成都市龙泉驿区大面街道成龙大道二段 1118号中物国际1号楼29层7号,成都市,四川省,China,CN,Asia,18828042143,459656044@qq.com,,,,
1952,重庆王之乐科技有限公司,Enterprise Dealer,medium,重庆市北部新区经开园金渝大道87号附4-2号,重庆市,重庆市,China,CN,Asia,13436132815,cqdji@qq.com,,29.595772,106.49959,
1953,济南中能达测绘科技有限公司,Enterprise Dealer,medium,山东省济南市历城区工业北路16号大桥站大院南头三层楼2楼,济南市,山东省,China,CN,Asia,13953181526,47879835@qq.com,,36.693812,117.107245,
1954,湖南皓宙智能科技有限责任公司,Enterprise Dealer,medium,湖南省长沙市长沙县星为创芯产业园9栋503室,长沙市,湖南省,China,CN,Asia,16670101888,404143009@qq.com,,28.205464,113.123569,
1955,福州闽创创新科技有限公司,Enterprise Dealer,medium,福建省福州市晋安区真望大厦23楼2313-2316,福州市,福建省,China,CN,Asia,13850106721,1062293845@qq.com,,26.089306,119.320605,
1956,河南九乾电子科技有限公司,Enterprise Dealer,medium,河南省郑州市惠济区天河路与312省道交叉口北50米路东,郑州市,河南省,China,CN,Asia,18537167553,757107230@qq.com,,34.842559,113.739312,
1957,武汉翼智空科技有限公司,Enterprise Dealer,medium,湖北省武汉市洪山区徐东大街191号金禾中心21楼,武汉市,湖北省,China,CN,Asia,027-88872166,yzk@wuhanyizhikong.com,,30.577238,114.363596,
1958,重庆鸿创智联科技有限公司,Enterprise Dealer,medium,重庆市渝北区杨柳路3号重科智谷A座1907,重庆市,重庆市,China,CN,Asia,18696639163,437342870@qq.com,,,,
1959,上海豪测实业有限公司,Enterprise Dealer,medium,上海市闵行区恒南路1328号1号楼410室,上海市,上海市,China,CN,Asia,13918668046,498479680@qq.com,,,,
1960,浙江绘天科技有限公司,Enterprise Dealer,medium,杭州市西湖区古墩路656号紫金港商务大厦11楼,杭州市,浙江省,China,CN,Asia,13372577377,80707941@qq.com,,30.305649,120.097755,
1961,上海翼枭航空科技有限公司,Enterprise Dealer,medium,上海市奉贤区南桥镇江海村601号,上海市,上海市,China,CN,Asia,18621663110,james@yxhk-kj.com,https://www.yxhk-kj.com/,30.89292,121.44722,
1962,海南美恒网络科技有限公司,Enterprise Dealer,medium,海南省海口市美兰区国兴大道3号互联网金融大厦A座2803A,海口市,海南省,China,CN,Asia,18225097770,,,,,
1963,广州优导信息科技有限公司,Enterprise Dealer,medium,广西壮族自治区南宁市兴宁区民主路6-6号阳光新都C座1103,南宁市,广西壮族自治区,China,CN,Asia,13802544564,326593140@qq.com,,,,
1964,青海清云电子科技有限公司,Enterprise Dealer,medium,中国青海省西宁市城西区西关大街130号金座美伦3号楼10901-2号房,西宁市,青海省,China,CN,Asia,18997290300,,,,,
1965,广西博达信息技术有限公司,Enterprise Dealer,medium,广西梧州市长洲区舜帝大道西段1号毅德城5区第11栋1号,梧州市,广西壮族自治区,China,CN,Asia,19914853175,,,,,
1966,荆州卓美数码科技有限公司,Enterprise Dealer,medium,湖北省荆州市北京路276号荆州之星商业步行街1栋219,荆州市,湖北省,China,CN,Asia,18986656088,9695361@qq.com,,30.30663,112.265556,
1967,贵州星辰测绘仪器有限公司,Enterprise Dealer,medium,贵州省贵阳市云岩区威清路福建大厦12楼1号,贵阳市,贵州省,China,CN,Asia,18785032039,402258285@qq.com,,26.585291,106.700404,
1968,湖北森凌智能科技有限公司,Enterprise Dealer,medium,麻城市南湖办事处金桥大道与杜鹃大道交汇处（文化小镇）E19幢1层E19-103室,黄冈市,湖北省,China,CN,Asia,15171338710,,,31.171608,115.021153,
1969,浙江威航智能科技有限公司,Enterprise Dealer,medium,浙江省杭州市滨江区长河街道乳泉路826号9幢801室,杭州市,浙江省,China,CN,Asia,19957109249,zjwhzn@163.com,,30.206752,120.232846,
1970,甘肃智投科技有限公司,Enterprise Dealer,medium,甘肃省天水市秦州区藉河北路天水建筑科技中心415室,天水市,甘肃省,China,CN,Asia,17339995789,,,,,
1971,广西迈途测绘有限公司,Enterprise Dealer,medium,广西壮族自治区南宁市江南区那洪大道7号研祥智谷A1-118号商铺,南宁市,广西壮族自治区,China,CN,Asia,13978737054,574013054@qq.com,,22.757931,108.307623,
1972,内蒙古新桑达电子有限责任公司,Enterprise Dealer,medium,内蒙古自治区呼和浩特市锦绣福源小区C区5号楼2单元101号,呼和浩特市,内蒙古自治区,China,CN,Asia,13664880014,13664880014@qq.com,,40.8063,111.757729,
